STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,n_child,Number of children,agechild,Age of the child,isced11,International Standard Classification of Education (ISCED 2011),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA20,Euro area – 20 countries (2023-2025),2023,,79.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA20,Euro area – 20 countries (2023-2025),2024,,80.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2015,,75.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2016,,75.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2017,,76.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2018,,77.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2019,,78.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2020,,76.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2021,,77.5,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2022,,79.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2023,,79.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EA21,Euro area – 21 countries (from 2026),2024,,80.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2015,,85.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2016,,87.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2017,,87.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2018,,86.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2019,,84.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2020,,86.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2021,,85.6,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2022,,85.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2023,,85.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EE,Estonia,2024,,86.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2015,,57.8,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2016,,57.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2017,,58.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2018,,60.2,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2019,,63.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2020,,61.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2021,,60.8,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2022,,67.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2023,,71.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EL,Greece,2024,,71.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2015,,68.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2016,,71.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2017,,72.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2018,,73.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2019,,75.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2020,,70.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2021,,73.0,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2022,,75.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2023,,76.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,ES,Spain,2024,,78.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2015,,76.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2016,,76.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2017,,77.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2018,,78.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2019,,79.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2020,,77.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2021,,78.5,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2022,,80.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2023,,80.7,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,EU27_2020,European Union - 27 countries (from 2020),2024,,80.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2015,,80.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2016,,79.6,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2017,,79.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2018,,81.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2019,,82.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2020,,79.3,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2021,,81.3,,b,break in time series,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2022,,81.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2023,,81.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FI,Finland,2024,,78.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2015,,79.4,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2016,,78.9,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2017,,78.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2018,,79.5,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2019,,80.1,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2020,,77.0,,,,,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2021,,80.8,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2022,,81.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2023,,81.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,FR,France,2024,,81.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFST_HHEREDCH(1.0),"Employment rate of adults by educational attainment level, number of children and age of youngest child",A,Annual,F,Females,Y25-49,From 25 to 49 years,0,No children,TOTAL,Total,TOTAL,All ISCED 2011 levels,RT,Rate,HR,Croatia,2015,,69.1,,,,,
